縣市別代碼,日期,時間,平假日,調查地點,行駛方向,左轉PCU,直行PCU,右轉PCU
"10018","1080918","07:00-08:00","平日","中華路4段與中山路口","往東","185","1272","151"
"10018","1080918","08:00-09:00","平日","中華路4段與中山路口","往東","150","1045","66"
"10018","1080918","17:00-18:00","平日","中華路4段與中山路口","往東","142","833","91"
"10018","1080918","18:00-19:00","平日","中華路4段與中山路口","往東","114","818","93"
"10018","1080918","07:00-08:00","平日","中華路4段與中山路口","往南","12","69","158"
"10018","1080918","08:00-09:00","平日","中華路4段與中山路口","往南","11","37","161"
"10018","1080918","17:00-18:00","平日","中華路4段與中山路口","往南","9","94","269"
"10018","1080918","18:00-19:00","平日","中華路4段與中山路口","往南","14","94","225"
"10018","1080918","07:00-08:00","平日","中華路4段與中山路口","往西","41","686","11"
"10018","1080918","08:00-09:00","平日","中華路4段與中山路口","往西","19","551","14"
"10018","1080918","17:00-18:00","平日","中華路4段與中山路口","往西","46","773","21"
"10018","1080918","18:00-19:00","平日","中華路4段與中山路口","往西","72","796","21"
"10018","1080921","12:00-13:00","假日","中華路4段與中山路口","往北","45","72","48"
"10018","1080921","13:00-14:00","假日","中華路4段與中山路口","往北","45","61","52"
"10018","1080921","17:00-18:00","假日","中華路4段與中山路口","往北","41","79","47"
"10018","1080921","18:00-19:00","假日","中華路4段與中山路口","往北","48","83","47"
"10018","1080921","12:00-13:00","假日","中華路4段與中山路口","往東","99","520","42"
"10018","1080921","13:00-14:00","假日","中華路4段與中山路口","往東","100","627","45"
"10018","1080921","17:00-18:00","假日","中華路4段與中山路口","往東","108","609","55"
"10018","1080921","18:00-19:00","假日","中華路4段與中山路口","往東","140","700","60"
"10018","1080921","12:00-13:00","假日","中華路4段與中山路口","往南","5","57","126"
"10018","1080921","13:00-14:00","假日","中華路4段與中山路口","往南","12","57","175"
"10018","1080921","17:00-18:00","假日","中華路4段與中山路口","往南","2","69","173"
"10018","1080921","18:00-19:00","假日","中華路4段與中山路口","往南","7","76","167"
"10018","1080921","12:00-13:00","假日","中華路4段與中山路口","往西","42","410","11"
"10018","1080921","13:00-14:00","假日","中華路4段與中山路口","往西","25","570","21"
"10018","1080921","17:00-18:00","假日","中華路4段與中山路口","往西","44","595","18"
"10018","1080921","18:00-19:00","假日","中華路4段與中山路口","往西","31","500","8"
"10018","1080918","07:00-08:00","平日","中華路4段與經國路3段路口","往東","314","1461","0"
"10018","1080918","08:00-09:00","平日","中華路4段與經國路3段路口","往東","274","1159","0"
"10018","1080918","17:00-18:00","平日","中華路4段與經國路3段路口","往東","362","1021","0"
"10018","1080918","18:00-19:00","平日","中華路4段與經國路3段路口","往東","341","960","0"
"10018","1080918","07:00-08:00","平日","中華路4段與經國路3段路口","往南","297","0","624"
"10018","1080918","08:00-09:00","平日","中華路4段與經國路3段路口","往南","164","0","521"
"10018","1080918","17:00-18:00","平日","中華路4段與經國路3段路口","往南","144","0","542"
"10018","1080918","18:00-19:00","平日","中華路4段與經國路3段路口","往南","161","0","477"
"10018","1080918","07:00-08:00","平日","中華路4段與經國路3段路口","往西","0","885","71"
"10018","1080918","08:00-09:00","平日","中華路4段與經國路3段路口","往西","0","666","72"
"10018","1080918","17:00-18:00","平日","中華路4段與經國路3段路口","往西","0","971","110"
"10018","1080918","18:00-19:00","平日","中華路4段與經國路3段路口","往西","0","957","114"
"10018","1080921","12:00-13:00","假日","中華路4段與經國路3段路口","往東","249","611","0"
"10018","1080921","13:00-14:00","假日","中華路4段與經國路3段路口","往東","307","717","0"
"10018","1080921","17:00-18:00","假日","中華路4段與經國路3段路口","往東","338","753","0"
"10018","1080921","18:00-19:00","假日","中華路4段與經國路3段路口","往東","300","790","0"
"10018","1080921","12:00-13:00","假日","中華路4段與經國路3段路口","往南","87","0","317"
"10018","1080921","13:00-14:00","假日","中華路4段與經國路3段路口","往南","96","0","412"
"10018","1080921","17:00-18:00","假日","中華路4段與經國路3段路口","往南","96","0","422"
"10018","1080921","18:00-19:00","假日","中華路4段與經國路3段路口","往南","132","0","374"
"10018","1080921","12:00-13:00","假日","中華路4段與經國路3段路口","往西","0","499","57"
"10018","1080921","13:00-14:00","假日","中華路4段與經國路3段路口","往西","0","720","88"
"10018","1080921","17:00-18:00","假日","中華路4段與經國路3段路口","往西","0","753","67"
"10018","1080921","18:00-19:00","假日","中華路4段與經國路3段路口","往西","0","623","62"
