縣市別代碼,日期,時間,平假日,調查地點,行駛方向,左轉PCU,直行PCU,右轉PCU
"10018","1080918","07:00-08:00","平日","中華路1段與台68線路口","往北","86","2131","753"
"10018","1080918","08:00-09:00","平日","中華路1段與台68線路口","往北","47","2059","626"
"10018","1080918","17:00-18:00","平日","中華路1段與台68線路口","往北","55","2108","783"
"10018","1080918","18:00-19:00","平日","中華路1段與台68線路口","往北","28","2287","648"
"10018","1080918","07:00-08:00","平日","中華路1段與台68線路口","往東","752","132","15"
"10018","1080918","08:00-09:00","平日","中華路1段與台68線路口","往東","851","82","10"
"10018","1080918","17:00-18:00","平日","中華路1段與台68線路口","往東","603","77","32"
"10018","1080918","18:00-19:00","平日","中華路1段與台68線路口","往東","578","64","14"
"10018","1080918","07:00-08:00","平日","中華路1段與台68線路口","往南","190","1759","758"
"10018","1080918","08:00-09:00","平日","中華路1段與台68線路口","往南","157","2053","666"
"10018","1080918","17:00-18:00","平日","中華路1段與台68線路口","往南","277","1927","622"
"10018","1080918","18:00-19:00","平日","中華路1段與台68線路口","往南","249","1909","610"
"10018","1080921","12:00-13:00","假日","中華路1段與台68線路口","往北","100","1319","571"
"10018","1080921","13:00-14:00","假日","中華路1段與台68線路口","往北","98","1611","693"
"10018","1080921","17:00-18:00","假日","中華路1段與台68線路口","往北","114","2111","751"
"10018","1080921","18:00-19:00","假日","中華路1段與台68線路口","往北","63","1762","688"
"10018","1080921","12:00-13:00","假日","中華路1段與台68線路口","往東","482","66","50"
"10018","1080921","13:00-14:00","假日","中華路1段與台68線路口","往東","460","91","59"
"10018","1080921","17:00-18:00","假日","中華路1段與台68線路口","往東","667","55","51"
"10018","1080921","18:00-19:00","假日","中華路1段與台68線路口","往東","703","52","62"
"10018","1080921","12:00-13:00","假日","中華路1段與台68線路口","往南","85","1567","432"
"10018","1080921","13:00-14:00","假日","中華路1段與台68線路口","往南","117","1897","464"
"10018","1080921","17:00-18:00","假日","中華路1段與台68線路口","往南","148","1609","384"
"10018","1080921","18:00-19:00","假日","中華路1段與台68線路口","往南","98","1250","391"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段78巷口","往北","20","2765","0"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段78巷口","往北","21","2661","0"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段78巷口","往北","19","2876","0"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段78巷口","往北","20","2850","0"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段78巷口","往東","41","0","39"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段78巷口","往東","53","0","46"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段78巷口","往東","39","0","42"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段78巷口","往東","34","0","40"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段78巷口","往南","10","1738","0"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段78巷口","往南","17","2115","0"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段78巷口","往南","17","1973","0"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段78巷口","往南","14","1965","0"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段78巷口","往北","33","1948","0"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段78巷口","往北","9","2317","0"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段78巷口","往北","30","3011","0"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段78巷口","往北","32","2712","0"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段78巷口","往東","10","0","4"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段78巷口","往東","12","0","12"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段78巷口","往東","7","0","4"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段78巷口","往東","17","0","15"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段78巷口","往南","7","1724","0"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段78巷口","往南","8","1982","0"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段78巷口","往南","5","1719","0"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段78巷口","往南","6","1462","0"
"10018","1080918","07:00-08:00","平日","經國路1段與中華路1段路口","往北","1","1600","1"
"10018","1080918","08:00-09:00","平日","經國路1段與中華路1段路口","往北","0","1432","1"
"10018","1080918","17:00-18:00","平日","經國路1段與中華路1段路口","往北","0","1438","1"
"10018","1080918","18:00-19:00","平日","經國路1段與中華路1段路口","往北","1","1426","1"
"10018","1080918","07:00-08:00","平日","經國路1段與中華路1段路口","往東","1296","1","0"
"10018","1080918","08:00-09:00","平日","經國路1段與中華路1段路口","往東","1457","0","19"
"10018","1080918","17:00-18:00","平日","經國路1段與中華路1段路口","往東","1394","1","47"
"10018","1080918","18:00-19:00","平日","經國路1段與中華路1段路口","往東","1480","0","36"
"10018","1080918","07:00-08:00","平日","經國路1段與中華路1段路口","往南","0","1106","1000"
"10018","1080918","08:00-09:00","平日","經國路1段與中華路1段路口","往南","0","1146","1059"
"10018","1080918","17:00-18:00","平日","經國路1段與中華路1段路口","往南","6","1146","926"
"10018","1080918","18:00-19:00","平日","經國路1段與中華路1段路口","往南","4","1336","924"
"10018","1080918","07:00-08:00","平日","經國路1段與中華路1段路口","往西","23","17","6"
"10018","1080918","08:00-09:00","平日","經國路1段與中華路1段路口","往西","18","13","4"
"10018","1080918","17:00-18:00","平日","經國路1段與中華路1段路口","往西","12","12","10"
"10018","1080918","18:00-19:00","平日","經國路1段與中華路1段路口","往西","18","11","2"
"10018","1080921","12:00-13:00","假日","經國路1段與中華路1段路口","往北","1","1074","9"
"10018","1080921","13:00-14:00","假日","經國路1段與中華路1段路口","往北","2","1085","6"
"10018","1080921","17:00-18:00","假日","經國路1段與中華路1段路口","往北","0","1685","6"
"10018","1080921","18:00-19:00","假日","經國路1段與中華路1段路口","往北","0","1522","3"
"10018","1080921","12:00-13:00","假日","經國路1段與中華路1段路口","往東","966","5","18"
"10018","1080921","13:00-14:00","假日","經國路1段與中華路1段路口","往東","1003","9","35"
"10018","1080921","17:00-18:00","假日","經國路1段與中華路1段路口","往東","1490","5","27"
"10018","1080921","18:00-19:00","假日","經國路1段與中華路1段路口","往東","1392","5","14"
"10018","1080921","12:00-13:00","假日","經國路1段與中華路1段路口","往南","787","1076","5"
"10018","1080921","13:00-14:00","假日","經國路1段與中華路1段路口","往南","1","1049","837"
"10018","1080921","17:00-18:00","假日","經國路1段與中華路1段路口","往南","3","995","804"
"10018","1080921","18:00-19:00","假日","經國路1段與中華路1段路口","往南","3","859","752"
"10018","1080921","12:00-13:00","假日","經國路1段與中華路1段路口","往西","11","9","12"
"10018","1080921","13:00-14:00","假日","經國路1段與中華路1段路口","往西","12","6","11"
"10018","1080921","17:00-18:00","假日","經國路1段與中華路1段路口","往西","9","8","10"
"10018","1080921","18:00-19:00","假日","經國路1段與中華路1段路口","往西","7","6","7"
"10018","1080918","07:00-08:00","平日","中華路1段與太原路口","往北","1","1651","75"
"10018","1080918","08:00-09:00","平日","中華路1段與太原路口","往北","1","1556","97"
"10018","1080918","17:00-18:00","平日","中華路1段與太原路口","往北","4","1367","83"
"10018","1080918","18:00-19:00","平日","中華路1段與太原路口","往北","1","1283","73"
"10018","1080918","07:00-08:00","平日","中華路1段與太原路口","往東","5","69","10"
"10018","1080918","08:00-09:00","平日","中華路1段與太原路口","往東","9","73","13"
"10018","1080918","17:00-18:00","平日","中華路1段與太原路口","往東","7","39","13"
"10018","1080918","18:00-19:00","平日","中華路1段與太原路口","往東","5","52","9"
"10018","1080918","07:00-08:00","平日","中華路1段與太原路口","往南","75","1043","0"
"10018","1080918","08:00-09:00","平日","中華路1段與太原路口","往南","107","1116","6"
"10018","1080918","17:00-18:00","平日","中華路1段與太原路口","往南","61","1145","7"
"10018","1080918","18:00-19:00","平日","中華路1段與太原路口","往南","69","1378","8"
"10018","1080918","07:00-08:00","平日","中華路1段與太原路口","往西","112","6","94"
"10018","1080918","08:00-09:00","平日","中華路1段與太原路口","往西","124","11","82"
"10018","1080918","17:00-18:00","平日","中華路1段與太原路口","往西","107","6","133"
"10018","1080918","18:00-19:00","平日","中華路1段與太原路口","往西","116","6","145"
"10018","1080921","12:00-13:00","假日","中華路1段與太原路口","往北","0","997","54"
"10018","1080921","13:00-14:00","假日","中華路1段與太原路口","往北","2","1094","61"
"10018","1080921","17:00-18:00","假日","中華路1段與太原路口","往北","1","1543","68"
"10018","1080921","18:00-19:00","假日","中華路1段與太原路口","往北","0","1388","47"
"10018","1080921","12:00-13:00","假日","中華路1段與太原路口","往東","3","12","1"
"10018","1080921","13:00-14:00","假日","中華路1段與太原路口","往東","3","11","11"
"10018","1080921","17:00-18:00","假日","中華路1段與太原路口","往東","0","14","4"
"10018","1080921","18:00-19:00","假日","中華路1段與太原路口","往東","0","18","2"
"10018","1080921","12:00-13:00","假日","中華路1段與太原路口","往南","39","963","5"
"10018","1080921","13:00-14:00","假日","中華路1段與太原路口","往南","28","1069","3"
"10018","1080921","17:00-18:00","假日","中華路1段與太原路口","往南","33","918","11"
"10018","1080921","18:00-19:00","假日","中華路1段與太原路口","往南","29","794","6"
"10018","1080921","12:00-13:00","假日","中華路1段與太原路口","往西","52","3","54"
"10018","1080921","13:00-14:00","假日","中華路1段與太原路口","往西","54","4","40"
"10018","1080921","17:00-18:00","假日","中華路1段與太原路口","往西","72","5","51"
"10018","1080921","18:00-19:00","假日","中華路1段與太原路口","往西","42","5","54"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段236巷口","往北","0","1645","0"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段236巷口","往北","4","1525","0"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段236巷口","往北","4","1447","0"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段236巷口","往北","6","1400","0"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段236巷口","往東","2","0","40"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段236巷口","往東","1","0","54"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段236巷口","往東","3","0","50"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段236巷口","往東","3","0","22"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段236巷口","往南","0","1078","5"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段236巷口","往南","0","1525","1"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段236巷口","往南","0","1180","13"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段236巷口","往南","0","1414","7"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段236巷口","往北","2","1041","0"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段236巷口","往北","5","1117","0"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段236巷口","往北","3","1667","0"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段236巷口","往北","1","1419","0"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段236巷口","往東","1","0","7"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段236巷口","往東","2","0","13"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段236巷口","往東","3","0","10"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段236巷口","往東","0","0","11"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段236巷口","往南","0","1018","6"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段236巷口","往南","0","1098","7"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段236巷口","往南","0","1040","2"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段236巷口","往南","0","861","2"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段284巷口","往北","4","1576","45"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段284巷口","往北","6","1548","66"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段284巷口","往北","8","1431","43"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段284巷口","往北","8","1337","45"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段284巷口","往東","8","7","16"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段284巷口","往東","4","11","8"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段284巷口","往東","1","1","10"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段284巷口","往東","3","2","9"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段284巷口","往南","18","1074","2"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段284巷口","往南","47","1212","5"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段284巷口","往南","17","1236","7"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段284巷口","往南","16","1392","9"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段284巷口","往西","20","3","18"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段284巷口","往西","40","5","29"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段284巷口","往西","33","5","25"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段284巷口","往西","34","6","32"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段284巷口","往北","3","1063","30"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段284巷口","往北","4","1179","19"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段284巷口","往北","4","1603","46"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段284巷口","往北","2","1456","47"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段284巷口","往東","3","5","5"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段284巷口","往東","5","2","6"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段284巷口","往東","2","3","8"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段284巷口","往東","0","5","2"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段284巷口","往南","8","1042","4"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段284巷口","往南","13","1135","1"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段284巷口","往南","5","999","4"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段284巷口","往南","12","872","4"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段284巷口","往西","14","1","7"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段284巷口","往西","11","2","4"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段284巷口","往西","13","3","11"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段284巷口","往西","12","3","9"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段342巷口","往北","7","1659","0"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段342巷口","往北","12","1552","0"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段342巷口","往北","2","1429","0"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段342巷口","往北","6","1369","0"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段342巷口","往東","9","0","7"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段342巷口","往東","15","0","12"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段342巷口","往東","7","0","13"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段342巷口","往東","6","0","2"
"10018","1080918","07:00-08:00","平日","中華路1段與中華路1段342巷口","往南","0","1134","5"
"10018","1080918","08:00-09:00","平日","中華路1段與中華路1段342巷口","往南","0","1207","12"
"10018","1080918","17:00-18:00","平日","中華路1段與中華路1段342巷口","往南","0","1232","11"
"10018","1080918","18:00-19:00","平日","中華路1段與中華路1段342巷口","往南","0","1446","5"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段342巷口","往北","5","1060","0"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段342巷口","往北","1","1205","0"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段342巷口","往北","3","1699","0"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段342巷口","往北","1","1453","0"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段342巷口","往東","2","0","4"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段342巷口","往東","3","0","10"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段342巷口","往東","4","0","2"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段342巷口","往東","1","0","3"
"10018","1080921","12:00-13:00","假日","中華路1段與中華路1段342巷口","往南","0","1023","4"
"10018","1080921","13:00-14:00","假日","中華路1段與中華路1段342巷口","往南","0","1133","3"
"10018","1080921","17:00-18:00","假日","中華路1段與中華路1段342巷口","往南","0","1055","4"
"10018","1080921","18:00-19:00","假日","中華路1段與中華路1段342巷口","往南","0","853","3"
"10018","1080918","07:00-08:00","平日","中華路1段與公道五路3段路口","往北","45","1693","23"
"10018","1080918","08:00-09:00","平日","中華路1段與公道五路3段路口","往北","71","1703","35"
"10018","1080918","17:00-18:00","平日","中華路1段與公道五路3段路口","往北","44","1429","12"
"10018","1080918","18:00-19:00","平日","中華路1段與公道五路3段路口","往北","59","1307","8"
"10018","1080918","07:00-08:00","平日","中華路1段與公道五路3段路口","往東","38","16","234"
"10018","1080918","08:00-09:00","平日","中華路1段與公道五路3段路口","往東","83","29","170"
"10018","1080918","17:00-18:00","平日","中華路1段與公道五路3段路口","往東","45","10","228"
"10018","1080918","18:00-19:00","平日","中華路1段與公道五路3段路口","往東","43","3","230"
"10018","1080918","07:00-08:00","平日","中華路1段與公道五路3段路口","往南","3","1119","32"
"10018","1080918","08:00-09:00","平日","中華路1段與公道五路3段路口","往南","7","1168","52"
"10018","1080918","17:00-18:00","平日","中華路1段與公道五路3段路口","往南","5","1292","74"
"10018","1080918","18:00-19:00","平日","中華路1段與公道五路3段路口","往南","2","1392","73"
"10018","1080918","07:00-08:00","平日","中華路1段與公道五路3段路口","往西","0","20","2"
"10018","1080918","08:00-09:00","平日","中華路1段與公道五路3段路口","往西","10","17","5"
"10018","1080918","17:00-18:00","平日","中華路1段與公道五路3段路口","往西","25","21","14"
"10018","1080918","18:00-19:00","平日","中華路1段與公道五路3段路口","往西","15","21","22"
"10018","1080921","12:00-13:00","假日","中華路1段與公道五路3段路口","往北","32","1048","11"
"10018","1080921","13:00-14:00","假日","中華路1段與公道五路3段路口","往北","54","1070","14"
"10018","1080921","17:00-18:00","假日","中華路1段與公道五路3段路口","往北","32","1572","7"
"10018","1080921","18:00-19:00","假日","中華路1段與公道五路3段路口","往北","50","1458","6"
"10018","1080921","12:00-13:00","假日","中華路1段與公道五路3段路口","往東","31","1","205"
"10018","1080921","13:00-14:00","假日","中華路1段與公道五路3段路口","往東","35","5","182"
"10018","1080921","17:00-18:00","假日","中華路1段與公道五路3段路口","往東","37","4","223"
"10018","1080921","18:00-19:00","假日","中華路1段與公道五路3段路口","往東","24","1","223"
"10018","1080921","12:00-13:00","假日","中華路1段與公道五路3段路口","往南","0","1030","33"
"10018","1080921","13:00-14:00","假日","中華路1段與公道五路3段路口","往南","0","965","27"
"10018","1080921","17:00-18:00","假日","中華路1段與公道五路3段路口","往南","1","977","33"
"10018","1080921","18:00-19:00","假日","中華路1段與公道五路3段路口","往南","0","838","35"
"10018","1080921","12:00-13:00","假日","中華路1段與公道五路3段路口","往西","9","6","2"
"10018","1080921","13:00-14:00","假日","中華路1段與公道五路3段路口","往西","8","4","2"
"10018","1080921","17:00-18:00","假日","中華路1段與公道五路3段路口","往西","5","14","4"
"10018","1080921","18:00-19:00","假日","中華路1段與公道五路3段路口","往西","0","10","1"
"10018","1080918","07:00-08:00","平日","中華路1段與鐵道路1段路口","往北","79","1656","4"
"10018","1080918","08:00-09:00","平日","中華路1段與鐵道路1段路口","往北","77","1591","6"
"10018","1080918","17:00-18:00","平日","中華路1段與鐵道路1段路口","往北","78","1481","6"
"10018","1080918","18:00-19:00","平日","中華路1段與鐵道路1段路口","往北","87","1271","14"
"10018","1080918","07:00-08:00","平日","中華路1段與鐵道路1段路口","往東","64","33","191"
"10018","1080918","08:00-09:00","平日","中華路1段與鐵道路1段路口","往東","55","29","102"
"10018","1080918","17:00-18:00","平日","中華路1段與鐵道路1段路口","往東","54","29","80"
"10018","1080918","18:00-19:00","平日","中華路1段與鐵道路1段路口","往東","37","55","80"
"10018","1080918","07:00-08:00","平日","中華路1段與鐵道路1段路口","往南","6","1360","89"
"10018","1080918","08:00-09:00","平日","中華路1段與鐵道路1段路口","往南","15","1252","63"
"10018","1080918","17:00-18:00","平日","中華路1段與鐵道路1段路口","往南","5","1569","96"
"10018","1080918","18:00-19:00","平日","中華路1段與鐵道路1段路口","往南","11","1498","94"
"10018","1080918","07:00-08:00","平日","中華路1段與鐵道路1段路口","往西","14","54","34"
"10018","1080918","08:00-09:00","平日","中華路1段與鐵道路1段路口","往西","15","57","28"
"10018","1080918","17:00-18:00","平日","中華路1段與鐵道路1段路口","往西","7","37","15"
"10018","1080918","18:00-19:00","平日","中華路1段與鐵道路1段路口","往西","9","40","22"
"10018","1080921","12:00-13:00","假日","中華路1段與鐵道路1段路口","往北","46","1033","16"
"10018","1080921","13:00-14:00","假日","中華路1段與鐵道路1段路口","往北","40","1080","7"
"10018","1080921","17:00-18:00","假日","中華路1段與鐵道路1段路口","往北","53","1633","13"
"10018","1080921","18:00-19:00","假日","中華路1段與鐵道路1段路口","往北","54","1440","14"
"10018","1080921","12:00-13:00","假日","中華路1段與鐵道路1段路口","往東","23","21","54"
"10018","1080921","13:00-14:00","假日","中華路1段與鐵道路1段路口","往東","21","13","45"
"10018","1080921","17:00-18:00","假日","中華路1段與鐵道路1段路口","往東","21","23","59"
"10018","1080921","18:00-19:00","假日","中華路1段與鐵道路1段路口","往東","16","28","53"
"10018","1080921","12:00-13:00","假日","中華路1段與鐵道路1段路口","往南","3","1145","49"
"10018","1080921","13:00-14:00","假日","中華路1段與鐵道路1段路口","往南","4","1099","35"
"10018","1080921","17:00-18:00","假日","中華路1段與鐵道路1段路口","往南","1","1184","38"
"10018","1080921","18:00-19:00","假日","中華路1段與鐵道路1段路口","往南","1","965","47"
"10018","1080921","12:00-13:00","假日","中華路1段與鐵道路1段路口","往西","16","23","13"
"10018","1080921","13:00-14:00","假日","中華路1段與鐵道路1段路口","往西","11","10","6"
"10018","1080921","17:00-18:00","假日","中華路1段與鐵道路1段路口","往西","15","29","10"
"10018","1080921","18:00-19:00","假日","中華路1段與鐵道路1段路口","往西","18","30","13"
"10018","1080918","07:00-08:00","平日","中華路2段與自由路口","往北","38","1720","13"
"10018","1080918","08:00-09:00","平日","中華路2段與自由路口","往北","21","1553","4"
"10018","1080918","17:00-18:00","平日","中華路2段與自由路口","往北","12","1460","9"
"10018","1080918","18:00-19:00","平日","中華路2段與自由路口","往北","5","1315","7"
"10018","1080918","07:00-08:00","平日","中華路2段與自由路口","往東","70","15","35"
"10018","1080918","08:00-09:00","平日","中華路2段與自由路口","往東","69","14","17"
"10018","1080918","17:00-18:00","平日","中華路2段與自由路口","往東","53","12","39"
"10018","1080918","18:00-19:00","平日","中華路2段與自由路口","往東","48","15","9"
"10018","1080918","07:00-08:00","平日","中華路2段與自由路口","往南","0","1502","105"
"10018","1080918","08:00-09:00","平日","中華路2段與自由路口","往南","7","1252","69"
"10018","1080918","17:00-18:00","平日","中華路2段與自由路口","往南","6","1562","48"
"10018","1080918","18:00-19:00","平日","中華路2段與自由路口","往南","3","1530","59"
"10018","1080918","07:00-08:00","平日","中華路2段與自由路口","往西","16","37","3"
"10018","1080918","08:00-09:00","平日","中華路2段與自由路口","往西","20","25","8"
"10018","1080918","17:00-18:00","平日","中華路2段與自由路口","往西","24","18","10"
"10018","1080918","18:00-19:00","平日","中華路2段與自由路口","往西","12","19","4"
"10018","1080921","12:00-13:00","假日","中華路2段與自由路口","往北","10","1035","0"
"10018","1080921","13:00-14:00","假日","中華路2段與自由路口","往北","24","1100","7"
"10018","1080921","17:00-18:00","假日","中華路2段與自由路口","往北","17","1728","0"
"10018","1080921","18:00-19:00","假日","中華路2段與自由路口","往北","13","1432","0"
"10018","1080921","12:00-13:00","假日","中華路2段與自由路口","往東","37","4","24"
"10018","1080921","13:00-14:00","假日","中華路2段與自由路口","往東","35","5","25"
"10018","1080921","17:00-18:00","假日","中華路2段與自由路口","往東","33","7","20"
"10018","1080921","18:00-19:00","假日","中華路2段與自由路口","往東","33","5","25"
"10018","1080921","12:00-13:00","假日","中華路2段與自由路口","往南","4","1187","23"
"10018","1080921","13:00-14:00","假日","中華路2段與自由路口","往南","1","1113","26"
"10018","1080921","17:00-18:00","假日","中華路2段與自由路口","往南","8","1261","33"
"10018","1080921","18:00-19:00","假日","中華路2段與自由路口","往南","8","976","27"
"10018","1080921","12:00-13:00","假日","中華路2段與自由路口","往西","8","14","0"
"10018","1080921","13:00-14:00","假日","中華路2段與自由路口","往西","9","12","1"
"10018","1080921","17:00-18:00","假日","中華路2段與自由路口","往西","8","19","3"
"10018","1080921","18:00-19:00","假日","中華路2段與自由路口","往西","12","19","5"
"10018","1080918","07:00-08:00","平日","中華路2段與民主路口","往北","49","1718","0"
"10018","1080918","08:00-09:00","平日","中華路2段與民主路口","往北","26","1437","0"
"10018","1080918","17:00-18:00","平日","中華路2段與民主路口","往北","56","1342","0"
"10018","1080918","18:00-19:00","平日","中華路2段與民主路口","往北","58","1230","0"
"10018","1080918","07:00-08:00","平日","中華路2段與民主路口","往東","139","0","45"
"10018","1080918","08:00-09:00","平日","中華路2段與民主路口","往東","123","0","37"
"10018","1080918","17:00-18:00","平日","中華路2段與民主路口","往東","120","0","49"
"10018","1080918","18:00-19:00","平日","中華路2段與民主路口","往東","112","0","49"
"10018","1080918","07:00-08:00","平日","中華路2段與民主路口","往南","0","1442","166"
"10018","1080918","08:00-09:00","平日","中華路2段與民主路口","往南","0","1148","113"
"10018","1080918","17:00-18:00","平日","中華路2段與民主路口","往南","0","1401","202"
"10018","1080918","18:00-19:00","平日","中華路2段與民主路口","往南","0","1406","164"
"10018","1080921","12:00-13:00","假日","中華路2段與民主路口","往北","44","959","0"
"10018","1080921","13:00-14:00","假日","中華路2段與民主路口","往北","44","1106","0"
"10018","1080921","17:00-18:00","假日","中華路2段與民主路口","往北","49","1728","0"
"10018","1080921","18:00-19:00","假日","中華路2段與民主路口","往北","35","1341","0"
"10018","1080921","12:00-13:00","假日","中華路2段與民主路口","往東","78","0","60"
"10018","1080921","13:00-14:00","假日","中華路2段與民主路口","往東","41","0","39"
"10018","1080921","17:00-18:00","假日","中華路2段與民主路口","往東","97","0","58"
"10018","1080921","18:00-19:00","假日","中華路2段與民主路口","往東","76","0","46"
"10018","1080921","12:00-13:00","假日","中華路2段與民主路口","往南","0","1025","173"
"10018","1080921","13:00-14:00","假日","中華路2段與民主路口","往南","0","1103","167"
"10018","1080921","17:00-18:00","假日","中華路2段與民主路口","往南","0","1202","133"
"10018","1080921","18:00-19:00","假日","中華路2段與民主路口","往南","0","879","114"
"10018","1080918","07:00-08:00","平日","中華路2段與民生路口","往北","140","1609","0"
"10018","1080918","08:00-09:00","平日","中華路2段與民生路口","往北","144","1241","0"
"10018","1080918","17:00-18:00","平日","中華路2段與民生路口","往北","189","1146","0"
"10018","1080918","18:00-19:00","平日","中華路2段與民生路口","往北","231","1145","0"
"10018","1080918","07:00-08:00","平日","中華路2段與民生路口","往東","214","0","71"
"10018","1080918","08:00-09:00","平日","中華路2段與民生路口","往東","196","0","75"
"10018","1080918","17:00-18:00","平日","中華路2段與民生路口","往東","219","0","94"
"10018","1080918","18:00-19:00","平日","中華路2段與民生路口","往東","162","0","77"
"10018","1080918","07:00-08:00","平日","中華路2段與民生路口","往南","0","1355","192"
